text,text_norm,label,label_full,score,chunk_idx,tese_id
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.84,250,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.719,250,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8051,250,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5788,250,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6578,251,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8465,252,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5992,252,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8419,252,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7758,253,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7408,253,17
ATmega2560,atmega2560,HARDWARE,hardware ou plataforma embarcada,0.5314,254,17
Intel Galileo Gen 2,intel galileo gen 2,HARDWARE,hardware ou plataforma embarcada,0.659,254,17
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.3925,254,17
Xilinx,xilinx,EMPRESA,organização ou empresa de tecnologia,0.7082,254,17
Artix 7,artix 7,HARDWARE,hardware ou plataforma embarcada,0.8706,254,17
Spartan 6,spartan 6,HARDWARE,hardware ou plataforma embarcada,0.8573,254,17
Spartan 6,spartan 6,FRAMEWORK,framework ou biblioteca de software,0.4272,255,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9351,255,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9227,255,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5498,256,17
ATmega2560,atmega2560,HARDWARE,hardware ou plataforma embarcada,0.6735,256,17
Intel Galileo Gen 2,intel galileo gen 2,HARDWARE,hardware ou plataforma embarcada,0.6386,256,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8889,258,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8831,258,17
ASCII,ascii,LANG,linguagem de programação,0.8818,259,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5914,260,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6326,260,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8973,260,17
gpu,gpu,HARDWARE,hardware ou plataforma embarcada,0.4015,261,17
ALTERA,altera,HARDWARE,hardware ou plataforma embarcada,0.4335,263,17
Marcelo A. C. Fernandes,marcelo augusto costa fernandes,AUTOR,pesquisador ou autor,0.7775,265,17
fpga,fpga,HARDWARE,hardware ou plataforma embarcada,0.4348,265,17
q-learning,q-learning,METODO,método ou técnica computacional,0.5001,265,17
fpga,fpga,HARDWARE,hardware ou plataforma embarcada,0.7165,266,17
Universidade Federal do Rio Grande do Norte,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.9635,266,17
UFRN,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.765,266,17
Marcelo Fernandes,marcelo fernandes,AUTOR,pesquisador ou autor,0.8882,266,17
fpga,fpga,HARDWARE,hardware ou plataforma embarcada,0.6051,266,17
fpga,fpga,HARDWARE,hardware ou plataforma embarcada,0.4028,269,17
INTEL,intel,EMPRESA,organização ou empresa de tecnologia,0.9151,269,17
Intel,intel,EMPRESA,organização ou empresa de tecnologia,0.9211,269,17
fpga,fpga,HARDWARE,hardware ou plataforma embarcada,0.5207,269,17
Intel,intel,EMPRESA,organização ou empresa de tecnologia,0.924,269,17
Altera,altera,EMPRESA,organização ou empresa de tecnologia,0.432,270,17
fpgas,fpga,LANG,linguagem de programação,0.4594,272,17
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.9825,0,18
UFRN,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.9478,2,18
Marcelo Augusto Costa Fernandes,marcelo augusto costa fernandes,AUTOR,pesquisador ou autor,0.945,3,18
Universidade Federal do Rio Grande do Norte,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.9706,3,18
Centro de Tecnologia,centro de tecnologia,INSTITUICAO,instituição de ensino ou pesquisa,0.8415,3,18
Programa de Pós-Graduação em Engenharia Elétrica e de Computação,programa de pós-graduação em engenharia elétrica e de computação,INSTITUICAO,instituição de ensino ou pesquisa,0.6494,3,18
Algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6246,3,18
Marcelo Augusto Costa,marcelo augusto costa fernandes,AUTOR,pesquisador ou autor,0.8302,4,18
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.9691,4,18
UFRN,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.924,6,18
Universidade Federal do Rio Grande do Norte,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.9301,7,18
Centro de Tecnologia,centro de tecnologia,INSTITUICAO,instituição de ensino ou pesquisa,0.6237,7,18
Programa de Pós-Graduação em Engenharia Elétrica e de Computação,programa de pós-graduação em engenharia elétrica e de computação,INSTITUICAO,instituição de ensino ou pesquisa,0.7649,8,18
DPNA-GA,dpna-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.463,8,18
DPNA-GA,dpna-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6525,11,18
DPNA-GA,dpna-ga,METODO,método ou técnica computacional,0.6725,12,18
DPNA-GA,dpna-ga,METODO,método ou técnica computacional,0.643,12,18
Genetic Algorithm,genetic algorithm,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6045,13,18
Genetic Algorithms,genetic algorithms,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5503,15,18
Tuncer & Yildirim,tuncer & yildirim,AUTOR,pesquisador ou autor,0.8402,21,18
DPNA-GA,dpna-ga,METODO,método ou técnica computacional,0.7105,22,18
DPNA-GA,dpna-ga,METODO,método ou técnica computacional,0.7417,22,18
DPNA-GA,dpna-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7973,23,18
DPNA-GA,dpna-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8434,23,18
Inteligência Artificial,inteligência artificial,METODO,método ou técnica computacional,0.4508,24,18
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4774,25,18
AGs,ags,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4045,26,18
Samadi & Othman,samadi & othman,AUTOR,pesquisador ou autor,0.7915,27,18
Tuncer & Yildirim,tuncer & yildirim,AUTOR,pesquisador ou autor,0.9076,30,18
Tuncer & Yildirim,tuncer & yildirim,AUTOR,pesquisador ou autor,0.8898,30,18
Samadi & Othman,samadi & othman,AUTOR,pesquisador ou autor,0.7684,30,18
Samadi & Othman,samadi & othman,AUTOR,pesquisador ou autor,0.7958,32,18
DPNA-GA,dpna-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7993,38,18
DPNA-GA,dpna-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8496,38,18
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8402,42,18
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8374,42,18
DPNA-GA,dpna-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8255,47,18
DPNA-GA,dpna-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7886,47,18
algoritmo genético,algoritmo genético,METODO,método ou técnica computacional,0.7837,48,18
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7503,49,18
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6414,49,18
algoritmos genéticos,algoritmo genético,METODO,método ou técnica computacional,0.6629,50,18
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5759,51,18
algoritmos genéticos,algoritmo genético,METODO,método ou técnica computacional,0.5664,52,18
algoritmos genéticos,algoritmo genético,METODO,método ou técnica computacional,0.7809,55,18
algoritmos,algoritmos,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4784,56,18
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6443,56,18
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5579,58,18
Algoritmos Genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8169,63,18
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6464,67,18
Crossover,crossover,METODO,método ou técnica computacional,0.4557,72,18
crossover,crossover,METODO,método ou técnica computacional,0.4869,72,18
crossover,crossover,METODO,método ou técnica computacional,0.698,74,18
algoritmos genéticos,algoritmo genético,METODO,método ou técnica computacional,0.4905,74,18
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8113,75,18
Algoritmo Genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7581,75,18
roleta,roleta,METODO,método ou técnica computacional,0.4683,78,18
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4285,102,18
DPNA-GA,dpna-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6937,103,18
DPNA-GA,dpna-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5249,103,18
DPNA-GA,dpna-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.445,105,18
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5593,106,18
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6199,111,18
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6548,111,18
DPNA-GA,dpna-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4419,123,18
Matlab,matlab,LANG,linguagem de programação,0.8972,124,18
DPNA-GA,dpna-ga,INSTITUICAO,instituição de ensino ou pesquisa,0.6121,128,18
DPNA-GA,dpna-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4703,136,18
Matlab,matlab,FRAMEWORK,framework ou biblioteca de software,0.7429,139,18
DPNA-GA,dpna-ga,HARDWARE,hardware ou plataforma embarcada,0.4169,140,18
DPNA-GA,dpna-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8489,141,18
DPNA-GA,dpna-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9024,141,18
Samadi & Othman,samadi & othman,AUTOR,pesquisador ou autor,0.9096,155,18
DPNA-GA,dpna-ga,METODO,método ou técnica computacional,0.678,157,18
Tuncer & Yildirim,tuncer & yildirim,AUTOR,pesquisador ou autor,0.944,157,18
Tuncer & Yildirim,tuncer & yildirim,AUTOR,pesquisador ou autor,0.9353,157,18
Tuncer & Yildirim,tuncer & yildirim,AUTOR,pesquisador ou autor,0.8406,158,18
Tuncer & Yildirim,tuncer & yildirim,AUTOR,pesquisador ou autor,0.8497,159,18
Tuncer & Yildirim,tuncer & yildirim,AUTOR,pesquisador ou autor,0.8753,160,18
DPNA-GA,dpna-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9068,160,18
DPNA-GA,dpna-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9134,160,18
Tuncer & Yildirim,tuncer & yildirim,AUTOR,pesquisador ou autor,0.8444,161,18
DPNA-GA,dpna-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8241,162,18
DPNA-GA,dpna-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8113,162,18
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4174,162,18
DPNA-GA,dpna-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8469,163,18
DPNA-GA,dpna-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8356,163,18
DPNA-GA,dpna-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8375,164,18
DPNA-GA,dpna-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8588,164,18
Tuncer & Yildirim,tuncer & yildirim,AUTOR,pesquisador ou autor,0.8974,165,18
DPNA-GA,dpna-ga,METODO,método ou técnica computacional,0.8002,165,18
Tuncer & Yildirim,tuncer & yildirim,AUTOR,pesquisador ou autor,0.8654,165,18
DPNA-GA,dpna-ga,METODO,método ou técnica computacional,0.826,165,18
DPNA-GA,dpna-ga,METODO,método ou técnica computacional,0.9032,166,18
DPNA-GA,dpna-ga,METODO,método ou técnica computacional,0.8969,166,18
DPNA-GA,dpna-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7322,168,18
DPNA-GA,dpna-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.824,168,18
DPNA-GA,dpna-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6716,173,18
Tuncer & Yildirim,tuncer & yildirim,AUTOR,pesquisador ou autor,0.9094,174,18
Tuncer & Yildirim,tuncer & yildirim,AUTOR,pesquisador ou autor,0.9159,174,18
DPNA-GA,dpna-ga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8134,174,18
DPNA-GA,dpna-ga,METODO,método ou técnica computacional,0.6299,175,18
DPNA-GA,dpna-ga,METODO,método ou técnica computacional,0.7074,175,18
DPNA-GA,dpna-ga,METODO,método ou técnica computacional,0.6139,176,18
matlab,matlab,LANG,linguagem de programação,0.469,181,18
Genetic Algorithm,genetic algorithm,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4319,184,18
Genetic Algorithms,genetic algorithms,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4081,187,18
Genetic Algorithms,genetic algorithms,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7249,189,18
genetic algorithm,genetic algorithm,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6728,190,18
genetic algorithm,genetic algorithm,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5693,191,18
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.9828,0,19
Programa de Pós-Graduação em Engenharia,programa de pós-graduação em engenharia,INSTITUICAO,instituição de ensino ou pesquisa,0.7334,1,19
UFRN,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.9059,2,19
Programa de Pós-Graduação em Engenharia Elétrica e de Computação,programa de pós-graduação em engenharia elétrica e de computação,INSTITUICAO,instituição de ensino ou pesquisa,0.5867,4,19
UFRN,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.8309,4,19
Universidade Federal do Rio Grande do Norte,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.7848,4,19
Redes Neurais,rede neural,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4017,5,19
MLP,mlp,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4174,13,19
MLP,mlp,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4426,15,19
MLP-AC,mlp-ac,FRAMEWORK,framework ou biblioteca de software,0.4244,17,19
MLP-AD,mlp-ad,FRAMEWORK,framework ou biblioteca de software,0.411,17,19
ENB-MLP-EC,enb-mlp-ec,FRAMEWORK,framework ou biblioteca de software,0.4136,18,19
MLP-AC,mlp-ac,FRAMEWORK,framework ou biblioteca de software,0.4485,20,19
MLP-AD,mlp-ad,FRAMEWORK,framework ou biblioteca de software,0.4309,20,19
ENB-MLP-EC,enb-mlp-ec,LANG,linguagem de programação,0.4327,21,19
ENB-MLP,enb-mlp,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.472,36,19
ENB-MLP,enb-mlp,EMPRESA,organização ou empresa de tecnologia,0.5517,37,19
ENB-MLP,enb-mlp,EMPRESA,organização ou empresa de tecnologia,0.4973,37,19
PMD,pmd,PROTOCOLO,protocolo ou padrão de comunicação,0.4923,38,19
PMD,pmd,PROTOCOLO,protocolo ou padrão de comunicação,0.5557,38,19
ENB-MLP,enb-mlp,PROTOCOLO,protocolo ou padrão de comunicação,0.7459,39,19
ENB-MLP,enb-mlp,PROTOCOLO,protocolo ou padrão de comunicação,0.6809,39,19
ENB-MLP,enb-mlp,PROTOCOLO,protocolo ou padrão de comunicação,0.8165,40,19
ENB-MLP,enb-mlp,PROTOCOLO,protocolo ou padrão de comunicação,0.8153,40,19
ENB-MLP,enb-mlp,PROTOCOLO,protocolo ou padrão de comunicação,0.5266,41,19
ENB-MLP,enb-mlp,PROTOCOLO,protocolo ou padrão de comunicação,0.4525,41,19
PMD,pmd,METODO,método ou técnica computacional,0.6022,66,19
PMD,pmd,METODO,método ou técnica computacional,0.7014,66,19
PMD,pmd,METODO,método ou técnica computacional,0.6081,66,19
Park & Chung,park & chung,AUTOR,pesquisador ou autor,0.8626,74,19
Park & Chung,park & chung,AUTOR,pesquisador ou autor,0.9223,79,19
Park & Chung,park & chung,AUTOR,pesquisador ou autor,0.9425,81,19
ISI,isi,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4565,87,19
ISI,isi,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4465,87,19
LTE,lte,PROTOCOLO,protocolo ou padrão de comunicação,0.6667,93,19
LTE,lte,PROTOCOLO,protocolo ou padrão de comunicação,0.9662,94,19
LTE,lte,PROTOCOLO,protocolo ou padrão de comunicação,0.9739,94,19
LTE,lte,PROTOCOLO,protocolo ou padrão de comunicação,0.6645,95,19
rede neural,rede neural,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5093,105,19
MLP,mlp,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4201,106,19
Backpropagation,backpropagation,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7165,112,19
Backpropagation,backpropagation,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6471,115,19
MLP,mlp,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4802,123,19
4-QAM,4-qam,PROTOCOLO,protocolo ou padrão de comunicação,0.4947,126,19
MLP,mlp,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4163,130,19
MLP-Q,mlp-q,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4842,130,19
ENB-MLP,enb-mlp,FRAMEWORK,framework ou biblioteca de software,0.4129,131,19
MLP-Q,mlp-q,PROTOCOLO,protocolo ou padrão de comunicação,0.4641,132,19
ENB-MLP,enb-mlp,PROTOCOLO,protocolo ou padrão de comunicação,0.4041,133,19
ENB-MLP,enb-mlp,FRAMEWORK,framework ou biblioteca de software,0.6135,134,19
ENB-MLP,enb-mlp,FRAMEWORK,framework ou biblioteca de software,0.7179,134,19
ENB-MLP,enb-mlp,HARDWARE,hardware ou plataforma embarcada,0.3855,139,19
LTE,lte,HARDWARE,hardware ou plataforma embarcada,0.3851,139,19
4-QAM,4-qam,PROTOCOLO,protocolo ou padrão de comunicação,0.431,139,19
4-QAM,4-qam,PROTOCOLO,protocolo ou padrão de comunicação,0.6308,140,19
canal,canal,PROTOCOLO,protocolo ou padrão de comunicação,0.3847,144,19
canal,canal,PROTOCOLO,protocolo ou padrão de comunicação,0.3853,144,19
canal,canal,PROTOCOLO,protocolo ou padrão de comunicação,0.4328,144,19
ENB-MLP,enb-mlp,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5947,146,19
ENB-MLP-EC,enb-mlp-ec,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6172,146,19
LTE-LMS,lte-lms,PROTOCOLO,protocolo ou padrão de comunicação,0.7184,148,19
ENB-MLP,enb-mlp,HARDWARE,hardware ou plataforma embarcada,0.4979,149,19
ENB-MLP-EC,enb-mlp-ec,HARDWARE,hardware ou plataforma embarcada,0.5109,149,19
MLP-AC,mlp-ac,HARDWARE,hardware ou plataforma embarcada,0.4074,149,19
MLP-AD,mlp-ad,HARDWARE,hardware ou plataforma embarcada,0.495,149,19
LTE-LMS,lte-lms,PROTOCOLO,protocolo ou padrão de comunicação,0.6473,150,19
DFE-LMS,dfe-lms,PROTOCOLO,protocolo ou padrão de comunicação,0.4811,150,19
ENB-MLP,enb-mlp,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4371,154,19
ENB-MLP-EC,enb-mlp-ec,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4838,154,19
MLP-AD,mlp-ad,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4385,154,19
MLP-AD,mlp-ad,FRAMEWORK,framework ou biblioteca de software,0.4073,167,19
MLP-AC,mlp-ac,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4481,167,19
ENB-MLP,enb-mlp,HARDWARE,hardware ou plataforma embarcada,0.3876,170,19
